<NOISE> 1.0	NSN
tshiau-tshut 1.0	tsh i a u1 tsh u t_T4
tshiau-tshuē 1.0	tsh i a u1 tsh u e7
tshiau-tshù 1.0	tsh i a u1 tsh u3
tshiau-tshē 1.0	tsh i a u1 tsh e7
tshiau-tshī 1.0	tsh i a u1 tsh i7
tshiau-tsi 1.0	tsh i a u1 ts i1
tshiau-tsua̍t 1.0	tsh i a u1 ts u a t_T8
tshiau-tsāi 1.0	tsh i a u1 ts a i7
tshiau-tsū-jiân 1.0	tsh i a u1 ts u7 j_T i a nn5
tshiau-tuā-hîng 1.0	tsh i a u1 t u a7 h i ng5
tshiau-tāng 1.0	tsh i a u1 t a ng7
tshiau-tōo 1.0	tsh i a u1 t o7
tshiau-ua̍t 1.0	tsh i a u1 u a t_T8
tshiau-ua̍t-sî-khong 1.0	tsh i a u1 u a t_T8 s i5 kh er ng1
tshiauh 1.0	tsh i a u h_T4
tshiauh-tshiauh 1.0	tsh i a u h_T4 tsh i a u h_T4
tshia̍h 1.0	tsh i a h_T8
tshia̍k 1.0	tsh i a k_T8
tshia̍k-kâu 1.0	tsh i a k_T8 k a u5
tshia̍k-tshia̍k 1.0	tsh i a k_T8 tsh i a k_T8
tshia̍k-tshia̍k-thiàu 1.0	tsh i a k_T8 tsh i a k_T8 th i a u3
tshia̍k-tshia̍k-tiô 1.0	tsh i a k_T8 tsh i a k_T8 t i er5
tshia̍t 1.0	tsh i a t_T8
tshia̍t-tshia̍t 1.0	tsh i a t_T8 tsh i a t_T8
tshia̍uh 1.0	tsh i a u h_T8
tshia̍uh-tshia̍uh 1.0	tsh i a u h_T8 tsh i a u h_T8
tshih 1.0	tsh i h_T4
tshih-tshiauh 1.0	tsh i h_T4 tsh i a u h_T4
tshih-tshih 1.0	tsh i h_T4 tsh i h_T4
tshih-tshih-háu 1.0	tsh i h_T4 tsh i h_T4 h a u2
tshik 1.0	tsh i k_T4
tshik-bé-sè 1.0	tsh i k_T4 b_T e2 s e3
tshik-bīn 1.0	tsh i k_T4 b_T i nn7
tshik-giām 1.0	tsh i k_T4 g_T i a m_T7
tshik-huè-sīu 1.0	tsh i k_T4 h u e3 s i u7
tshik-hè-sīu 1.0	tsh i k_T4 h e3 s i u7
tshik-hā 1.0	tsh i k_T4 h a7
tshik-hāu-sóo 1.0	tsh i k_T4 h a u7 s o2
tshik-hīunn 1.0	tsh i k_T4 h i u nn_T7
tshik-iông 1.0	tsh i k_T4 i er ng5
tshik-khah-té 1.0	tsh i k_T4 kh a h_T4 t e2
tshik-khak 1.0	tsh i k_T4 kh a k_T4
tshik-kiám 1.0	tsh i k_T4 k i a m_T2
tshik-kīn 1.0	tsh i k_T4 k i nn7
tshik-kūn 1.0	tsh i k_T4 k u nn7
tshik-lia̍k 1.0	tsh i k_T4 l i a k_T8
tshik-lio̍k 1.0	tsh i k_T4 l i er k_T8
tshik-liông 1.0	tsh i k_T4 l i er ng5
tshik-liōng 1.0	tsh i k_T4 l i er ng7
tshik-m̂ng 1.0	tsh i k_T4 ms_T ng5
tshik-ní 1.0	tsh i k_T4 n i2
tshik-peh 1.0	tsh i k_T4 p e h_T4
tshik-sik 1.0	tsh i k_T4 s i k_T4
tshik-siānn 1.0	tsh i k_T4 s i a nn_T7
tshik-sue 1.0	tsh i k_T4 s u e1
tshik-sî-kan 1.0	tsh i k_T4 s i5 k a nn1
tshik-sóo 1.0	tsh i k_T4 s o2
tshik-tio̍h 1.0	tsh i k_T4 t i er h_T8
tshik-tiânn 1.0	tsh i k_T4 t i a nn_T5
tshik-to̍k 1.0	tsh i k_T4 t er k_T8
tshik-tshenn 1.0	tsh i k_T4 tsh e nn_T1
tshik-tshinn 1.0	tsh i k_T4 tsh i nn_T1
tshik-tshng 1.0	tsh i k_T4 tsh ngs_T1
tshik-tshut 1.0	tsh i k_T4 tsh u t_T4
tshik-tshì 1.0	tsh i k_T4 tsh i3
tshik-tsiáu-á 1.0	tsh i k_T4 ts i a u2 a2
tshik-tsíng 1.0	tsh i k_T4 ts i ng2
tshik-tsīu 1.0	tsh i k_T4 ts i u7
tshik-té 1.0	tsh i k_T4 t e2
tshik-tīng 1.0	tsh i k_T4 t i ng7
tshik-tō 1.0	tsh i k_T4 t er7
tshik-tōng 1.0	tsh i k_T4 t er ng7
tshik-uá 1.0	tsh i k_T4 u a2
tshik-uē 1.0	tsh i k_T4 u e7
tshik-á 1.0	tsh i k_T4 a2
tshik-ìng 1.0	tsh i k_T4 i ng3
tshik-òo 1.0	tsh i k_T4 o3
tshik-ún 1.0	tsh i k_T4 u nn2
tshim 1.0	tsh i m_T1
tshim-ba̍k 1.0	tsh i m_T1 b_T a k_T8
tshim-huà 1.0	tsh i m_T1 h u a3
tshim-huān 1.0	tsh i m_T1 h u a nn7
tshim-hái 1.0	tsh i m_T1 h a i2
tshim-hāi 1.0	tsh i m_T1 h a i7
tshim-hōo 1.0	tsh i m_T1 h o7
tshim-ian 1.0	tsh i m_T1 i a nn1
tshim-iā 1.0	tsh i m_T1 i a7
tshim-ji̍p 1.0	tsh i m_T1 j_T i p_T8
tshim-kau 1.0	tsh i m_T1 k a u1
tshim-ke-lú 1.0	tsh i m_T1 k e1 l u2
tshim-khenn 1.0	tsh i m_T1 kh e nn_T1
tshim-khik 1.0	tsh i m_T1 kh i k_T4
tshim-khinn 1.0	tsh i m_T1 kh i nn_T1
tshim-khiàm 1.0	tsh i m_T1 kh i a m_T3
tshim-khín 1.0	tsh i m_T1 kh i nn2
tshim-king 1.0	tsh i m_T1 k i ng1
tshim-kinn 1.0	tsh i m_T1 k i nn_T1
tshim-kiong 1.0	tsh i m_T1 k i er ng1
tshim-kui 1.0	tsh i m_T1 k u i1
tshim-kui-lú 1.0	tsh i m_T1 k u i1 l u2
tshim-kám 1.0	tsh i m_T1 k a m_T2
tshim-kìu 1.0	tsh i m_T1 k i u3
tshim-kāu 1.0	tsh i m_T1 k a u7
tshim-lio̍k 1.0	tsh i m_T1 l i er k_T8
tshim-li̍k 1.0	tsh i m_T1 l i k_T8
tshim-long-long 1.0	tsh i m_T1 l er ng1 l er ng1
tshim-lâm 1.0	tsh i m_T1 l a m_T5
tshim-lòng-lòng 1.0	tsh i m_T1 l er ng3 l er ng3
tshim-m̂ng-ta̍h-hōo 1.0	tsh i m_T1 ms_T ng5 t a h_T8 h o7
tshim-nâ-sik 1.0	tsh i m_T1 n a5 s i k_T4
tshim-sik 1.0	tsh i m_T1 s i k_T4
tshim-sin 1.0	tsh i m_T1 s i nn1
tshim-si̍h 1.0	tsh i m_T1 s i h_T8
tshim-si̍p 1.0	tsh i m_T1 s i p_T8
tshim-si̍t 1.0	tsh i m_T1 s i t_T8
tshim-su 1.0	tsh i m_T1 s u1
tshim-suann 1.0	tsh i m_T1 s u a nn_T1
tshim-suann-nâ-lāi 1.0	tsh i m_T1 s u a nn_T1 n a5 l a i7
tshim-suann-ong 1.0	tsh i m_T1 s u a nn_T1 er ng1
tshim-sìn 1.0	tsh i m_T1 s i nn3
tshim-sīu 1.0	tsh i m_T1 s i u7
tshim-sīunn 1.0	tsh i m_T1 s i u nn_T7
tshim-thun 1.0	tsh i m_T1 th u nn1
tshim-thô 1.0	tsh i m_T1 th er5
tshim-ti 1.0	tsh i m_T1 t i1
tshim-tiông 1.0	tsh i m_T1 t i er ng5
tshim-tshiat 1.0	tsh i m_T1 tsh i a t_T4
tshim-tshim 1.0	tsh i m_T1 tsh i m_T1
tshim-tshiu 1.0	tsh i m_T1 tsh i u1
tshim-tshián 1.0	tsh i m_T1 tsh i a nn2
tshim-tshù 1.0	tsh i m_T1 tsh u3
tshim-tshú 1.0	tsh i m_T1 tsh u2
tshim-tsiàm 1.0	tsh i m_T1 ts i a m_T3
tshim-tsuí 1.0	tsh i m_T1 ts u i2
tshim-tsân 1.0	tsh i m_T1 ts a nn5
tshim-tsénn 1.0	tsh i m_T1 ts e nn_T2
tshim-tsínn 1.0	tsh i m_T1 ts i nn_T2
tshim-tsîng 1.0	tsh i m_T1 ts i ng5
tshim-tsō 1.0	tsh i m_T1 ts er7
tshim-tê-sik 1.0	tsh i m_T1 t e5 s i k_T4
tshim-tîm 1.0	tsh i m_T1 t i m_T5
tshim-tām 1.0	tsh i m_T1 t a m_T7
tshim-tōo 1.0	tsh i m_T1 t o7
tshim-un 1.0	tsh i m_T1 u nn1
tshim-uán 1.0	tsh i m_T1 u a nn2
tshim-ài 1.0	tsh i m_T1 a i3
tshim-âng 1.0	tsh i m_T1 a ng5
tshim-ê 1.0	tsh i m_T1 e5
tshim-ì 1.0	tsh i m_T1 i3
tshim-ò 1.0	tsh i m_T1 er3
tshim-īng 1.0	tsh i m_T1 i ng7
tshin 1.0	tsh i nn1
tshin-ba̍k 1.0	tsh i nn1 b_T a k_T8
tshin-ba̍k-khuànn-tio̍h 1.0	tsh i nn1 b_T a k_T8 kh u a nn_T3 t i er h_T8
tshin-ba̍k-kìnn 1.0	tsh i nn1 b_T a k_T8 k i nn_T3
tshin-ba̍k-tsiu 1.0	tsh i nn1 b_T a k_T8 ts i u1
tshin-bi̍t 1.0	tsh i nn1 b_T i t_T8
tshin-bi̍t-bi̍t 1.0	tsh i nn1 b_T i t_T8 b_T i t_T8
tshin-bo̍k 1.0	tsh i nn1 b_T er k_T8
tshin-bîn-tóng 1.0	tsh i nn1 b_T i nn5 t er ng2
tshin-bîn-tóng-thuân 1.0	tsh i nn1 b_T i nn5 t er ng2 th u a nn5
tshin-bú 1.0	tsh i nn1 b_T u2
tshin-hiann 1.0	tsh i nn1 h i a nn_T1
tshin-hiann-tī 1.0	tsh i nn1 h i a nn_T1 t i7
tshin-hu 1.0	tsh i nn1 h u1
tshin-hòo-hòo 1.0	tsh i nn1 h o3 h o3
tshin-hô 1.0	tsh i nn1 h er5
tshin-hô-li̍k 1.0	tsh i nn1 h er5 l i k_T8
tshin-hīnn 1.0	tsh i nn1 h i nn_T7
tshin-jia̍t 1.0	tsh i nn1 j_T i a t_T8
tshin-kau 1.0	tsh i nn1 k a u1
tshin-ke 1.0	tsh i nn1 k e1
tshin-ke-kong 1.0	tsh i nn1 k e1 k er ng1
tshin-kut-jio̍k 1.0	tsh i nn1 k u t_T4 j_T i er k_T8
tshin-kuàn 1.0	tsh i nn1 k u a nn3
tshin-kuân-tsiá 1.0	tsh i nn1 k u a nn5 ts i a2
tshin-kīn 1.0	tsh i nn1 k i nn7
tshin-kūn 1.0	tsh i nn1 k u nn7
tshin-li̍p 1.0	tsh i nn1 l i p_T8
tshin-lâng 1.0	tsh i nn1 l a ng5
tshin-lîm 1.0	tsh i nn1 l i m_T5
tshin-ping 1.0	tsh i nn1 p i ng1
tshin-pit 1.0	tsh i nn1 p i t_T4
tshin-pîng 1.0	tsh i nn1 p i ng5
tshin-senn 1.0	tsh i nn1 s e nn_T1
tshin-sin 1.0	tsh i nn1 s i nn1
tshin-sinn 1.0	tsh i nn1 s i nn_T1
tshin-sinn-kiánn 1.0	tsh i nn1 s i nn_T1 k i a nn_T2
tshin-sio̍k 1.0	tsh i nn1 s i er k_T8
tshin-sió-tī 1.0	tsh i nn1 s i er2 t i7
tshin-siān 1.0	tsh i nn1 s i a nn7
tshin-sue 1.0	tsh i nn1 s u e1
tshin-sìn 1.0	tsh i nn1 s i nn3
tshin-sū 1.0	tsh i nn1 s u7
tshin-tauh-tauh 1.0	tsh i nn1 t a u h_T4 t a u h_T4
tshin-tha̍h-tshin 1.0	tsh i nn1 th a h_T8 tsh i nn1
tshin-tián 1.0	tsh i nn1 t i a nn2
tshin-tióng 1.0	tsh i nn1 t i er ng2
tshin-tshiang 1.0	tsh i nn1 tsh i a ng1
tshin-tshiat 1.0	tsh i nn1 tsh i a t_T4
tshin-tshiat-kám 1.0	tsh i nn1 tsh i a t_T4 k a m_T2
tshin-tshik 1.0	tsh i nn1 tsh i k_T4
tshin-tshin 1.0	tsh i nn1 tsh i nn1
tshin-tshuì 1.0	tsh i nn1 tsh u i3
tshin-tshái 1.0	tsh i nn1 tsh a i2
tshin-tshínn 1.0	tsh i nn1 tsh i nn_T2
tshin-tshíu 1.0	tsh i nn1 tsh i u2
tshin-tshíu-tsò 1.0	tsh i nn1 tsh i u2 ts er3
tshin-tshīunn 1.0	tsh i nn1 tsh i u nn_T7
tshin-tshīunn-lâng 1.0	tsh i nn1 tsh i u nn_T7 l a ng5
tshin-tsiânn 1.0	tsh i nn1 ts i a nn_T5
tshin-tsiânn-gōo-tsa̍p 1.0	tsh i nn1 ts i a nn_T5 g_T o7 ts a p_T8
tshin-tsiânn-pîng-íu 1.0	tsh i nn1 ts i a nn_T5 p i ng5 i u2
tshin-tso̍k 1.0	tsh i nn1 ts er k_T8
tshin-tsîng 1.0	tsh i nn1 ts i ng5
tshin-tsú 1.0	tsh i nn1 ts u2
tshin-tsū 1.0	tsh i nn1 ts u7
tshin-tsū-tshut-má 1.0	tsh i nn1 ts u7 tsh u t_T4 m a2
tshin-tông 1.0	tsh i nn1 t er ng5
tshin-ài 1.0	tsh i nn1 a i3
tshin-ài-ê 1.0	tsh i nn1 a i3 e5
tshin-íu 1.0	tsh i nn1 i u2
tshin-ông 1.0	tsh i nn1 er ng5
tshin-ḿ 1.0	tsh i nn1 ms_T2
tshing 1.0	tsh i ng1
tshing-bê 1.0	tsh i ng1 b_T e5
tshing-bîng 1.0	tsh i ng1 b_T i ng5
tshing-bîng-tseh 1.0	tsh i ng1 b_T i ng5 ts e h_T4
tshing-bîng-tsháu 1.0	tsh i ng1 b_T i ng5 tsh a u2
tshing-bîng-tsiáu 1.0	tsh i ng1 b_T i ng5 ts i a u2
tshing-bûn 1.0	tsh i ng1 b_T u nn5
tshing-bān 1.0	tsh i ng1 b_T a nn7
tshing-guā 1.0	tsh i ng1 g_T u a7
tshing-gûn 1.0	tsh i ng1 g_T u nn5
tshing-gī 1.0	tsh i ng1 g_T i7
tshing-hiu 1.0	tsh i ng1 h i u1
tshing-hiân 1.0	tsh i ng1 h i a nn5
tshing-hok 1.0	tsh i ng1 h er k_T4
tshing-hong 1.0	tsh i ng1 h er ng1
tshing-hoo 1.0	tsh i ng1 h o1
tshing-huâ 1.0	tsh i ng1 h u a5
tshing-huâ-tāi-ha̍k 1.0	tsh i ng1 h u a5 t a i7 h a k_T8
tshing-huân 1.0	tsh i ng1 h u a nn5
tshing-hué 1.0	tsh i ng1 h u e2
tshing-hái 1.0	tsh i ng1 h a i2
tshing-hân 1.0	tsh i ng1 h a nn5
tshing-hé 1.0	tsh i ng1 h e2
tshing-hí-nî 1.0	tsh i ng1 h i2 n i5
tshing-hî 1.0	tsh i ng1 h i5
tshing-hûn 1.0	tsh i ng1 h u nn5
tshing-hō 1.0	tsh i ng1 h er7
tshing-i 1.0	tsh i ng1 i1
tshing-im 1.0	tsh i ng1 i m_T1
tshing-it 1.0	tsh i ng1 i t_T4
tshing-it-sik 1.0	tsh i ng1 i t_T4 s i k_T4
tshing-iu 1.0	tsh i ng1 i u1
tshing-jiō 1.0	tsh i ng1 j_T i er7
tshing-jī 1.0	tsh i ng1 j_T i7
tshing-khì 1.0	tsh i ng1 kh i3
tshing-khì-liu-liu 1.0	tsh i ng1 kh i3 l i u1 l i u1
tshing-khì-sìunn 1.0	tsh i ng1 kh i3 s i u nn_T3
tshing-khì-tam-tam 1.0	tsh i ng1 kh i3 t a m_T1 t a m_T1
tshing-khò 1.0	tsh i ng1 kh er3
tshing-khóo 1.0	tsh i ng1 kh o2
tshing-kiat 1.0	tsh i ng1 k i a t_T4
tshing-kiat-tse 1.0	tsh i ng1 k i a t_T4 ts e1
tshing-ko 1.0	tsh i ng1 k er1
tshing-kok 1.0	tsh i ng1 k er k_T4
tshing-kong-gán 1.0	tsh i ng1 k er ng1 g_T a nn2
tshing-kuann 1.0	tsh i ng1 k u a nn_T1
tshing-kàu-tôo 1.0	tsh i ng1 k a u3 t o5
tshing-kíng 1.0	tsh i ng1 k i ng2
tshing-liâm 1.0	tsh i ng1 l i a m_T5
tshing-liân 1.0	tsh i ng1 l i a nn5
tshing-liân-huē 1.0	tsh i ng1 l i a nn5 h u e7
tshing-liân-tseh 1.0	tsh i ng1 l i a nn5 ts e h_T4
tshing-liâng 1.0	tsh i ng1 l i a ng5
tshing-liāng 1.0	tsh i ng1 l i a ng7
tshing-lí 1.0	tsh i ng1 l i2
tshing-líu 1.0	tsh i ng1 l i u2
tshing-lîu 1.0	tsh i ng1 l i u5
tshing-lóng 1.0	tsh i ng1 l er ng2
tshing-muê 1.0	tsh i ng1 m u e5
tshing-ngá 1.0	tsh i ng1 ng_T a2
tshing-nî 1.0	tsh i ng1 n i5
tshing-pe̍h 1.0	tsh i ng1 p e h_T8
tshing-phang 1.0	tsh i ng1 ph a ng1
tshing-phiau 1.0	tsh i ng1 ph i a u1
tshing-pi̍k 1.0	tsh i ng1 p i k_T8
tshing-pà 1.0	tsh i ng1 p a3
tshing-pîn 1.0	tsh i ng1 p i nn5
tshing-pùn-sò 1.0	tsh i ng1 p u nn3 s er3
tshing-pāng 1.0	tsh i ng1 p a ng7
tshing-san 1.0	tsh i ng1 s a nn1
tshing-san-li̍k-suí 1.0	tsh i ng1 s a nn1 l i k_T8 s u i2
tshing-sim 1.0	tsh i ng1 s i m_T1
tshing-sin 1.0	tsh i ng1 s i nn1
tshing-siong-huē 1.0	tsh i ng1 s i er ng1 h u e7
tshing-siu 1.0	tsh i ng1 s i u1
tshing-siàu 1.0	tsh i ng1 s i a u3
tshing-siàu-liân 1.0	tsh i ng1 s i a u3 l i a nn5
tshing-siông 1.0	tsh i ng1 s i er ng5
tshing-siā 1.0	tsh i ng1 s i a7
tshing-sàu 1.0	tsh i ng1 s a u3
tshing-sé 1.0	tsh i ng1 s e2
tshing-sìu 1.0	tsh i ng1 s i u3
tshing-sîn 1.0	tsh i ng1 s i nn5
tshing-sóng 1.0	tsh i ng1 s er ng2
tshing-sú 1.0	tsh i ng1 s u2
tshing-sǹg 1.0	tsh i ng1 s ngs_T3
tshing-thian 1.0	tsh i ng1 th i a nn1
tshing-thian-pe̍h-ji̍t 1.0	tsh i ng1 th i a nn1 p e h_T8 j_T i t_T8
tshing-thng 1.0	tsh i ng1 th ngs_T1
tshing-thâm 1.0	tsh i ng1 th a m_T5
tshing-tik 1.0	tsh i ng1 t i k_T4
tshing-tinn 1.0	tsh i ng1 t i nn_T1
tshing-tiám 1.0	tsh i ng1 t i a m_T2
tshing-tiân 1.0	tsh i ng1 t i a nn5
tshing-tiâu 1.0	tsh i ng1 t i a u5
tshing-tsa 1.0	tsh i ng1 ts a1
tshing-tsheh 1.0	tsh i ng1 tsh e h_T4
tshing-tshing 1.0	tsh i ng1 tsh i ng1
tshing-tshing-bān-bān 1.0	tsh i ng1 tsh i ng1 b_T a nn7 b_T a nn7
tshing-tshun 1.0	tsh i ng1 tsh u nn1
tshing-tshun-kî 1.0	tsh i ng1 tsh u nn1 k i5
tshing-tshài 1.0	tsh i ng1 tsh a i3
tshing-tshái 1.0	tsh i ng1 tsh a i2
tshing-tshénn 1.0	tsh i ng1 tsh e nn_T2
tshing-tshínn 1.0	tsh i ng1 tsh i nn_T2
tshing-tshó 1.0	tsh i ng1 tsh er2
tshing-tshóo 1.0	tsh i ng1 tsh o2
tshing-tsin-sī 1.0	tsh i ng1 ts i nn1 s i7
tshing-tsit 1.0	tsh i ng1 ts i t_T4
tshing-tsiò 1.0	tsh i ng1 ts i er3
tshing-tsuânn 1.0	tsh i ng1 ts u a nn_T5
tshing-tsuí 1.0	tsh i ng1 ts u i2
tshing-tsuí-kau 1.0	tsh i ng1 ts u i2 k a u1
tshing-tsuí-khe 1.0	tsh i ng1 ts u i2 kh e1
tshing-tsuí-khu 1.0	tsh i ng1 ts u i2 kh u1
tshing-tsàn 1.0	tsh i ng1 ts a nn3
tshing-tsá 1.0	tsh i ng1 ts a2
tshing-tsíu 1.0	tsh i ng1 ts i u2
tshing-tsînn 1.0	tsh i ng1 ts i nn_T5
tshing-tsòng-nî-puè 1.0	tsh i ng1 ts er ng3 n i5 p u e3
tshing-tsó 1.0	tsh i ng1 ts er2
tshing-tsīng 1.0	tsh i ng1 ts i ng7
tshing-tuann 1.0	tsh i ng1 t u a nn_T1
tshing-tè 1.0	tsh i ng1 t e3
tshing-tê 1.0	tsh i ng1 t e5
tshing-tî 1.0	tsh i ng1 t i5
tshing-tîng 1.0	tsh i ng1 t i ng5
tshing-tîunn 1.0	tsh i ng1 t i u nn_T5
tshing-tû 1.0	tsh i ng1 t u5
tshing-tāi 1.0	tsh i ng1 t a i7
tshing-tām 1.0	tsh i ng1 t a m_T7
tshing-tīm 1.0	tsh i ng1 t i m_T7
tshing-uainn 1.0	tsh i ng1 u a i nn_T1
tshing-uainn-uainn 1.0	tsh i ng1 u a i nn_T1 u a i nn_T1
tshing-uī 1.0	tsh i ng1 u i7
tshing-âng 1.0	tsh i ng1 a ng5
tshing-îng 1.0	tsh i ng1 i ng5
tshing-îu 1.0	tsh i ng1 i u5
tshing-ông 1.0	tsh i ng1 er ng5
tshing-ūn 1.0	tsh i ng1 u nn7
tshinn 1.0	tsh i nn_T1
tshinn-ba̍k-hiunn 1.0	tsh i nn_T1 b_T a k_T8 h i u nn_T1
tshinn-bé 1.0	tsh i nn_T1 b_T e2
tshinn-bīn 1.0	tsh i nn_T1 b_T i nn7
tshinn-bīn-hóo 1.0	tsh i nn_T1 b_T i nn7 h o2
tshinn-bōng-tsōng 1.0	tsh i nn_T1 b_T er ng7 ts er ng7
tshinn-gi̍k 1.0	tsh i nn_T1 g_T i k_T8
tshinn-gìn-gìn 1.0	tsh i nn_T1 g_T i nn3 g_T i nn3
tshinn-gî 1.0	tsh i nn_T1 g_T i5
tshinn-gîn-gîn 1.0	tsh i nn_T1 g_T i nn5 g_T i nn5
tshinn-gû-á 1.0	tsh i nn_T1 g_T u5 a2
tshinn-he 1.0	tsh i nn_T1 h e1
tshinn-hiong 1.0	tsh i nn_T1 h i er ng1
tshinn-hio̍h 1.0	tsh i nn_T1 h i er h_T8
tshinn-hiông 1.0	tsh i nn_T1 h i er ng5
tshinn-hong-tsháu 1.0	tsh i nn_T1 h er ng1 tsh a u2
tshinn-huan 1.0	tsh i nn_T1 h u a nn1
tshinn-hue 1.0	tsh i nn_T1 h u e1
tshinn-hui 1.0	tsh i nn_T1 h u i1
tshinn-huih 1.0	tsh i nn_T1 h u i h_T4
tshinn-hun 1.0	tsh i nn_T1 h u nn1
tshinn-hî 1.0	tsh i nn_T1 h i5
tshinn-hîng 1.0	tsh i nn_T1 h i ng5
tshinn-hûn 1.0	tsh i nn_T1 h u nn5
tshinn-hūn 1.0	tsh i nn_T1 h u nn7
tshinn-hūn-lâng 1.0	tsh i nn_T1 h u nn7 l a ng5
tshinn-iau 1.0	tsh i nn_T1 i a u1
tshinn-ioh 1.0	tsh i nn_T1 i er h_T4
tshinn-iâm 1.0	tsh i nn_T1 i a m_T5
tshinn-kam 1.0	tsh i nn_T1 k a m_T1
tshinn-kha 1.0	tsh i nn_T1 kh a1
tshinn-khang-pe̍h 1.0	tsh i nn_T1 kh a ng1 p e h_T8
tshinn-khuì 1.0	tsh i nn_T1 kh u i3
tshinn-khóo-thî 1.0	tsh i nn_T1 kh o2 th i5
tshinn-khī 1.0	tsh i nn_T1 kh i7
tshinn-kiann 1.0	tsh i nn_T1 k i a nn_T1
tshinn-kim 1.0	tsh i nn_T1 k i m_T1
tshinn-kiunn 1.0	tsh i nn_T1 k i u nn_T1
tshinn-kng 1.0	tsh i nn_T1 k ngs_T1
tshinn-kong-gán 1.0	tsh i nn_T1 k er ng1 g_T a nn2
tshinn-kue 1.0	tsh i nn_T1 k u e1
tshinn-kun 1.0	tsh i nn_T1 k u nn1
tshinn-kâu 1.0	tsh i nn_T1 k a u5
tshinn-kâu-kong-tshīu 1.0	tsh i nn_T1 k a u5 k er ng1 tsh i u7
tshinn-kìn-kìn 1.0	tsh i nn_T1 k i nn3 k i nn3
tshinn-kî 1.0	tsh i nn_T1 k i5
tshinn-kó 1.0	tsh i nn_T1 k er2
tshinn-kó-tsháu 1.0	tsh i nn_T1 k er2 tsh a u2
tshinn-kông 1.0	tsh i nn_T1 k er ng5
tshinn-kông-la̍t 1.0	tsh i nn_T1 k er ng5 l a t_T8
tshinn-lang-lang 1.0	tsh i nn_T1 l a ng1 l a ng1
tshinn-la̍t 1.0	tsh i nn_T1 l a t_T8
tshinn-ling-ling 1.0	tsh i nn_T1 l i ng1 l i ng1
tshinn-li̍k 1.0	tsh i nn_T1 l i k_T8
tshinn-li̍k-li̍k 1.0	tsh i nn_T1 l i k_T8 l i k_T8
tshinn-lân 1.0	tsh i nn_T1 l a nn5
tshinn-lâng 1.0	tsh i nn_T1 l a ng5
tshinn-lìng-lìng 1.0	tsh i nn_T1 l i ng3 l i ng3
tshinn-líng 1.0	tsh i nn_T1 l i ng2
tshinn-lîng 1.0	tsh i nn_T1 l i ng5
tshinn-miâ 1.0	tsh i nn_T1 m i a5
tshinn-miâ-tsháu 1.0	tsh i nn_T1 m i a5 tsh a u2
tshinn-miâ-tsueh 1.0	tsh i nn_T1 m i a5 ts u e h_T4
tshinn-mê-á 1.0	tsh i nn_T1 m e5 a2
tshinn-mî 1.0	tsh i nn_T1 m i5
tshinn-mî-gû 1.0	tsh i nn_T1 m i5 g_T u5
tshinn-mî-lâng 1.0	tsh i nn_T1 m i5 l a ng5
tshinn-mî-ê 1.0	tsh i nn_T1 m i5 e5
tshinn-mī 1.0	tsh i nn_T1 m i7
tshinn-n̂g 1.0	tsh i nn_T1 ngs_T5
tshinn-o 1.0	tsh i nn_T1 er1
tshinn-pe̍h 1.0	tsh i nn_T1 p e h_T8
tshinn-phiàng-phiàng 1.0	tsh i nn_T1 ph i a ng3 ph i a ng3
tshinn-phiô 1.0	tsh i nn_T1 ph i er5
tshinn-phê-tāu 1.0	tsh i nn_T1 ph e5 t a u7
tshinn-pio 1.0	tsh i nn_T1 p i er1
tshinn-piàng-piàng 1.0	tsh i nn_T1 p i a ng3 p i a ng3
tshinn-png 1.0	tsh i nn_T1 p ngs_T1
tshinn-poo 1.0	tsh i nn_T1 p o1
tshinn-sai 1.0	tsh i nn_T1 s a i1
tshinn-se 1.0	tsh i nn_T1 s e1
tshinn-sik 1.0	tsh i nn_T1 s i k_T4
tshinn-sim 1.0	tsh i nn_T1 s i m_T1
tshinn-siong 1.0	tsh i nn_T1 s i er ng1
tshinn-siunn 1.0	tsh i nn_T1 s i u nn_T1
tshinn-siunn-tsí 1.0	tsh i nn_T1 s i u nn_T1 ts i2
tshinn-sió-tāu 1.0	tsh i nn_T1 s i er2 t a u7
tshinn-soo 1.0	tsh i nn_T1 s o1
tshinn-sìu 1.0	tsh i nn_T1 s i u3
tshinn-sîn 1.0	tsh i nn_T1 s i nn5
tshinn-sún-sún 1.0	tsh i nn_T1 s u nn2 s u nn2
tshinn-thiàu-thiàu 1.0	tsh i nn_T1 th i a u3 th i a u3
tshinn-thuànn 1.0	tsh i nn_T1 th u a nn_T3
tshinn-thâng 1.0	tsh i nn_T1 th a ng5
tshinn-thâu-á 1.0	tsh i nn_T1 th a u5 a2
tshinn-thî 1.0	tsh i nn_T1 th i5
tshinn-thî-á 1.0	tsh i nn_T1 th i5 a2
tshinn-tik 1.0	tsh i nn_T1 t i k_T4
tshinn-tik-si 1.0	tsh i nn_T1 t i k_T4 s i1
tshinn-ting 1.0	tsh i nn_T1 t i ng1
tshinn-tinn 1.0	tsh i nn_T1 t i nn_T1
tshinn-tiān 1.0	tsh i nn_T1 t i a nn7
tshinn-tiānn-pe̍h-tiānn 1.0	tsh i nn_T1 t i a nn_T7 p e h_T8 t i a nn_T7
tshinn-to-io̍h 1.0	tsh i nn_T1 t er1 i er h_T8
